"project_name","station","yyyy-mm-dd hh:mm:ss","Longitude [degrees_east]","Latitude [degrees_north]","bot.depth[m]","수심(m)","수심(text)","염분[psu]","sal_qc","수온[℃]","wtrtmp_qc","부유물질 농도[μg/L]","sussed_qc","용존산소[mg/L]","disoxy_qc","수소이온농도[무단위]","hydioncon_qc","아질산성질소[μg/L]","nitnit_qc","인산염인[μg/L]","po4p_qc","질산성질소[μg/L]","natnit_qc","투명도[m]","tr_qc","용존무기질소[μg/L]","disinon_qc","화학적산소요구량[mg/L]","cheoxydem_qc","암모니아성 질소[μg/L]","amn_qc","유분[mg/L]","fra_qc"
"해양환경측정망","거제도남안3_연안","1998-08-01 00:00:00","128.5402778","34.72277778","0","0","표층","30.79","1","26.42","1","9.6","2","6.78","1","8.04","2","4.2","2","10.54","1","40.18","1","4.2","2","79","2","2.31","2","35.14","2","",""
"해양환경측정망","거제도남안3_연안","1998-08-01 00:00:00","128.5402778","34.72277778","0","40","저층","32.45","1","22.26","1","","","6.23","1","8.01","2","6.44","2","13.33","1","39.2","1","","","56","2","1.79","2","11.2","2","",""
"해양환경측정망","거제도남안3_연안","1998-11-01 00:00:00","128.5402778","34.72277778","0","0","표층","33.36","1","15.49","1","1.7","2","6.23","1","8.01","2","22.4","2","28.21","1","161.84","1","3.8","2","190","2","0.71","2","6.44","2","",""
"해양환경측정망","거제도남안3_연안","1998-11-01 00:00:00","128.5402778","34.72277778","0","35","저층","33.37","1","15.45","1","","","6.05","1","8.04","2","14.28","2","34.1","1","171.64","1","","","191","2","0.46","2","4.76","2","",""
"해양환경측정망","거제도남안4_연안","1998-02-01 00:00:00","128.6427778","34.67388889","0","0","표층","34.22","1","13.7","1","11.2","2","8.24","1","8.1","2","5","2","12","1","124","1","4.5","2","256","2","1.32","2","127","2","",""
"해양환경측정망","거제도남안4_연안","1998-02-01 00:00:00","128.6427778","34.67388889","0","80","저층","34.17","1","13.6","1","","","8.09","1","8.16","2","4","2","25","1","131","1","","","166","2","1.03","2","31","2","",""
"해양환경측정망","거제도남안4_연안","1998-05-01 00:00:00","128.6427778","34.67388889","0","0","표층","33.17","1","16.2","1","1.2","2","8.37","1","8.19","2","1.96","2","32.55","1","52.92","1","9.5","2","98","2","0.82","2","43.12","2","",""
"해양환경측정망","거제도남안4_연안","1998-05-01 00:00:00","128.6427778","34.67388889","0","86","저층","33.55","1","15.7","1","","","7.05","1","8.21","2","4.2","2","28.21","1","48.44","1","","","81","2","0.79","2","28.7","2","",""
"해양환경측정망","거제도남안4_연안","1998-08-01 00:00:00","128.6427778","34.67388889","0","0","표층","32.74","1","24.78","1","5.2","2","6.96","1","8.05","2","3.08","2","10.54","1","51.94","1","7.2","2","120","2","2.06","2","65.38","2","",""
"해양환경측정망","거제도남안4_연안","1998-08-01 00:00:00","128.6427778","34.67388889","0","85","저층","32.77","1","16.67","1","","","5.38","1","7.94","2","6.72","2","16.43","1","82.6","1","","","102","2","2.29","2","12.04","2","",""
"해양환경측정망","거제도남안4_연안","1998-11-01 00:00:00","128.6427778","34.67388889","0","0","표층","33.33","1","16.05","1","2","2","6.35","1","8.04","2","19.32","2","17.98","1","104.44","1","3.5","2","133","2","0.92","2","10.36","2","",""
"해양환경측정망","거제도남안4_연안","1998-11-01 00:00:00","128.6427778","34.67388889","0","75","저층","33.36","1","15.47","1","","","6.3","1","8.06","2","12.32","2","34.1","1","165.2","1","","","194","2","0.62","2","16.8","2","",""
"해양환경측정망","거제도동안1_연안","1998-02-01 00:00:00","128.7333333","34.90944444","0","0","표층","34.36","1","13.8","1","1.2","2","7.27","1","7.73","2","6","2","33","1","97","1","2.8","2","130","2","1.35","2","27","2","",""
"해양환경측정망","거제도동안1_연안","1998-02-01 00:00:00","128.7333333","34.90944444","0","20","저층","34.45","1","11.8","1","","","7.25","1","7.66","2","5","2","32","1","113","1","","","145","2","1.96","2","27","2","",""
"해양환경측정망","거제도동안1_연안","1998-05-01 00:00:00","128.7333333","34.90944444","0","0","표층","31.38","1","17.17","1","3.6","2","10.0816","1","8.4","2","8","2","3","1","155","1","3.5","2","194","2","1.76","2","31","2","",""
"해양환경측정망","거제도동안1_연안","1998-05-01 00:00:00","128.7333333","34.90944444","0","19.4","저층","31.62","1","16.87","1","","","8.40816","1","8.32","2","4","2","12","1","68","1","","","149","2","1.2","2","77","2","",""
"해양환경측정망","거제도동안1_연안","1998-08-01 00:00:00","128.7333333","34.90944444","0","0","표층","29.5561","1","25.1","1","3.8","2","8.52","1","8.506","2","6","2","30","1","146","1","4","2","394","2","2.48","2","242","2","",""
"해양환경측정망","거제도동안1_연안","1998-08-01 00:00:00","128.7333333","34.90944444","0","20","저층","30.5961","1","23","1","","","6.48","1","8.264","2","10","2","21","1","189","1","","","213","2","1.29","2","14","2","",""
"해양환경측정망","거제도동안1_연안","1998-11-01 00:00:00","128.7333333","34.90944444","0","0","표층","32.77","1","18.75","1","1.8","2","8.7","1","8.218","2","2","2","19","1","27","1","4","2","112","2","1.66","2","83","2","",""
"해양환경측정망","거제도동안1_연안","1998-11-01 00:00:00","128.7333333","34.90944444","0","25","저층","33.14","1","17.7","1","","","6.59","1","8.057","2","7","2","19","1","105","1","","","169","2","2.02","2","57","2","",""
"해양환경측정망","거제도동안2_연안","1998-02-01 00:00:00","128.6797222","34.79861111","0","0","표층","34","1","12.2","1","2.2","2","6.96","1","7.69","2","11","2","54","1","96","1","3","2","234","2","1.18","2","127","2","",""
"해양환경측정망","거제도동안2_연안","1998-02-01 00:00:00","128.6797222","34.79861111","0","17.7","저층","34.15","1","10.9","1","","","6.76","1","7.67","2","9","2","70","1","177","1","","","275","2","1.31","2","89","2","",""
"해양환경측정망","거제도동안2_연안","1998-05-01 00:00:00","128.6797222","34.79861111","0","0","표층","31.54","1","16.97","1","5.8","2","8.89796","1","8.5","2","12","2","40","1","229","1","2.5","2","343","2","1.81","2","102","2","",""
"해양환경측정망","거제도동안2_연안","1998-05-01 00:00:00","128.6797222","34.79861111","0","17","저층","32.88","1","16.16","1","","","8.69388","1","8.5","2","6","2","16","1","52","1","","","94","2","2","2","36","2","",""
"해양환경측정망","거제도동안2_연안","1998-08-01 00:00:00","128.6797222","34.79861111","0","0","표층","29.4519","1","26","1","6.4","2","10.33","1","8.68","2","21","2","43","1","131","1","1.5","2","552","2","1.66","2","400","2","",""
"해양환경측정망","거제도동안2_연안","1998-08-01 00:00:00","128.6797222","34.79861111","0","17.7","저층","30.5053","1","24.8","1","","","6.16","1","8.27","2","12","2","25","1","130","1","","","197","2","2.01","2","55","2","",""
"해양환경측정망","거제도동안2_연안","1998-11-01 00:00:00","128.6797222","34.79861111","0","0","표층","32.34","1","18.9","1","2.8","2","7.76","1","8.081","2","8","2","33","1","73","1","1.5","2","278","2","2.07","2","197","2","",""
"해양환경측정망","거제도동안2_연안","1998-11-01 00:00:00","128.6797222","34.79861111","0","18","저층","32.6","1","19.05","1","","","8.86","1","8.206","2","8","2","30","1","52","1","","","210","2","2.16","2","150","2","",""
"해양환경측정망","거제도동안3_연안","1998-02-01 00:00:00","128.7744444","34.76805556","0","0","표층","34.5","1","13.1","1","3.4","2","7.46","1","7.88","2","6","2","50","1","66","1","6.7","2","100","2","1.51","2","28","2","",""
"해양환경측정망","거제도동안3_연안","1998-02-01 00:00:00","128.7744444","34.76805556","0","68","저층","34.6","1","12.2","1","","","6.63","1","7.86","2","6","2","43","1","95","1","","","335","2","1.31","2","234","2","",""
"해양환경측정망","거제도동안3_연안","1998-05-01 00:00:00","128.7744444","34.76805556","0","0","표층","32.97","1","16.72","1","1.6","2","8.89796","1","8.27","2","4","2","20","1","62","1","5","2","125","2","1.76","2","59","2","",""
"해양환경측정망","거제도동안3_연안","1998-05-01 00:00:00","128.7744444","34.76805556","0","66","저층","33.53","1","15.66","1","","","8.4898","1","8.23","2","5","2","6","1","53","1","","","113","2","1.14","2","55","2","",""
"해양환경측정망","거제도동안3_연안","1998-08-01 00:00:00","128.7744444","34.76805556","0","0","표층","30.7252","1","26.2","1","2","2","8.36","1","8.492","2","2","2","20","1","156","1","4","2","380","2","1.36","2","222","2","",""
"해양환경측정망","거제도동안3_연안","1998-08-01 00:00:00","128.7744444","34.76805556","0","68","저층","32.0497","1","23.8","1","","","7.74","1","8.31","2","2","2","18","1","235","1","","","297","2","0.75","2","60","2","",""
"해양환경측정망","거제도동안3_연안","1998-11-01 00:00:00","128.7744444","34.76805556","0","0","표층","32.64","1","18.64","1","1.6","2","8.09","1","8.227","2","5","2","0","1","41","1","4","2","87","2","1.89","2","41","2","",""
"해양환경측정망","거제도동안3_연안","1998-11-01 00:00:00","128.7744444","34.76805556","0","70","저층","33.03","1","18.05","1","","","6.83","1","8.071","2","8","2","15","1","84","1","","","107","2","1.68","2","15","2","",""
"해양환경측정망","거제도동안4_연안","1998-02-01 00:00:00","128.7502778","34.87916667","0","0","표층","34.4","1","13.6","1","5.6","2","8.38","1","7.82","2","6","2","20","1","58","1","4.8","2","86","2","1.55","2","22","2","",""
"해양환경측정망","거제도동안4_연안","1998-02-01 00:00:00","128.7502778","34.87916667","0","25","저층","34.36","1","12.9","1","","","7.17","1","7.89","2","5","2","25","1","112","1","","","143","2","1.31","2","26","2","",""
"해양환경측정망","거제도동안4_연안","1998-05-01 00:00:00","128.7502778","34.87916667","0","0","표층","32.73","1","16.84","1","2.6","2","9.55102","1","8.28","2","6","2","5","1","73","1","4.5","2","97","2","1.47","2","18","2","",""
"해양환경측정망","거제도동안4_연안","1998-05-01 00:00:00","128.7502778","34.87916667","0","25","저층","33.73","1","15.31","1","","","8.61224","1","8.24","2","4","2","3","1","57","1","","","120","2","1.84","2","59","2","",""
"해양환경측정망","거제도동안4_연안","1998-08-01 00:00:00","128.7502778","34.87916667","0","0","표층","31.4581","1","23.5","1","7","2","8.99","1","8.408","2","2","2","24","1","174","1","4","2","412","2","0.97","2","236","2","",""
"해양환경측정망","거제도동안4_연안","1998-08-01 00:00:00","128.7502778","34.87916667","0","25","저층","33.2316","1","19.5","1","","","6.64","1","8.199","2","1","2","23","1","197","1","","","251","2","0.7","2","53","2","",""
"해양환경측정망","거제도동안4_연안","1998-11-01 00:00:00","128.7502778","34.87916667","0","0","표층","33.1","1","19.05","1","2","2","7.24","1","8.061","2","7","2","14","1","66","1","4","2","129","2","1.38","2","56","2","",""
"해양환경측정망","거제도동안4_연안","1998-11-01 00:00:00","128.7502778","34.87916667","0","25","저층","33.21","1","15.47","1","","","7.68","1","8.022","2","6","2","17","1","87","1","","","119","2","1.48","2","26","2","",""
"해양환경측정망","거진연안1_연안","1998-02-01 00:00:00","128.5055556","38.40833333","0","0","표층","34.28","1","5.7","1","5","2","9.01","1","8.06","2","4","2","8","1","23","1","16","2","37","2","0.43","2","10","2","",""
"해양환경측정망","거진연안1_연안","1998-02-01 00:00:00","128.5055556","38.40833333","0","41","저층","34.34","1","5.6","1","","","9.23","1","8.04","2","6","2","11","1","6","1","","","48","2","0.26","2","36","2","",""
"해양환경측정망","거진연안1_연안","1998-05-01 00:00:00","128.5055556","38.40833333","0","0","표층","34.03","1","13.95","1","11.2","2","8.71","1","7.96","2","3","2","5","1","10","1","9","2","39","2","0.85","2","26","2","",""
"해양환경측정망","거진연안1_연안","1998-05-01 00:00:00","128.5055556","38.40833333","0","47","저층","34.22","1","3.71","1","","","8.51","1","8","2","10","2","4","1","19","1","","","62","2","0.72","2","33","2","",""
"해양환경측정망","거진연안1_연안","1998-08-01 00:00:00","128.5055556","38.40833333","0","0","표층","27.71","1","24.27","1","2.4","2","8.71","1","8.14","2","2.38","2","4.464","1","3.64","1","4.5","2","29","2","0.06","2","23.24","2","",""
"해양환경측정망","거진연안1_연안","1998-08-01 00:00:00","128.5055556","38.40833333","0","44","저층","32.19","1","19.33","1","","","6.45714","1","7.99","2","1.54","2","6.014","1","9.38","1","","","32","2","0.08","2","20.58","2","",""
"해양환경측정망","거진연안1_연안","1998-11-01 00:00:00","128.5055556","38.40833333","0","0","표층","33.59","1","14.9","1","1.1","2","7.77666","1","8.06","2","7.098","2","20.15","1","115.024","1","11","2","190","2","0.11","2","68.18","2","",""
"해양환경측정망","거진연안1_연안","1998-11-01 00:00:00","128.5055556","38.40833333","0","48","저층","33.52","1","14.42","1","","","7.75654","1","8.04","2","5.866","2","10.385","1","66.878","1","","","126","2","0.88","2","52.682","2","",""
"해양환경측정망","거진연안H1_항만","1998-02-01 00:00:00","128.4597222","38.44638889","0","0","표층","32.83","1","5.4","1","6.6","2","9.1","1","7.87","2","4","2","11","1","56","1","13","2","76","2","1.76","2","16","2","",""
"해양환경측정망","거진연안H1_항만","1998-02-01 00:00:00","128.4597222","38.44638889","0","6","저층","33.89","1","5.4","1","","","9.31","1","8.03","2","7","2","7","1","8","1","","","38","2","0.06","2","23","2","",""
"해양환경측정망","거진연안H1_항만","1998-05-01 00:00:00","128.4597222","38.44638889","0","0","표층","33.79","1","13.54","1","15","2","8.73","1","7.98","2","12","2","8","1","29","1","4","2","81","2","1.57","2","40","2","",""
"해양환경측정망","거진연안H1_항만","1998-05-01 00:00:00","128.4597222","38.44638889","0","7","저층","33.74","1","12.17","1","","","8.26","1","7.95","2","11","2","7","1","21","1","","","73","2","1.06","2","41","2","",""
"해양환경측정망","거진연안H1_항만","1998-08-01 00:00:00","128.4597222","38.44638889","0","0","표층","28.82","1","23.87","1","7.3","2","7.6","1","8","2","2.94","2","6.975","1","32.9","1","3","2","72","2","1.2","2","35.84","2","",""
"해양환경측정망","거진연안H1_항만","1998-08-01 00:00:00","128.4597222","38.44638889","0","7","저층","28.44","1","23.17","1","","","6.98571","1","8.2","2","5.18","2","3.689","1","26.74","1","","","78","2","1.15","2","45.92","2","",""
"해양환경측정망","거진연안H1_항만","1998-11-01 00:00:00","128.4597222","38.44638889","0","0","표층","32.96","1","11.8","1","4.1","2","6.94165","1","7.87","2","6.51","2","33.635","1","125.16","1","3.5","2","218","2","0.62","2","85.54","2","",""
"해양환경측정망","거진연안H1_항만","1998-11-01 00:00:00","128.4597222","38.44638889","0","7","저층","32.96","1","11.7","1","","","7.24346","1","8.03","2","7.378","2","30.132","1","140.084","1","","","224","2","1.57","2","76.72","2","",""
"해양환경측정망","고성자란만1_연안","1998-02-01 00:00:00","128.3147222","34.9275","0","0","표층","33.15","1","6.3","1","10","2","9.25","1","8.19","2","3","2","11","1","9","1","3","2","51","2","2.14","2","39","2","",""
"해양환경측정망","고성자란만1_연안","1998-02-01 00:00:00","128.3147222","34.9275","0","11","저층","33.19","1","6","1","","","8.86","1","8.19","2","2","2","6","1","8","1","","","55","2","2.14","2","45","2","",""
"해양환경측정망","고성자란만1_연안","1998-05-01 00:00:00","128.3147222","34.9275","0","0","표층","32.8","1","19.4","1","2","2","7.68","1","8.17","2","2.24","2","26.35","1","106.4","1","1.5","2","133","2","1.83","2","24.78","2","",""
"해양환경측정망","고성자란만1_연안","1998-05-01 00:00:00","128.3147222","34.9275","0","6","저층","33.14","1","18.7","1","","","6.87","1","8.18","2","3.08","2","27.9","1","27.16","1","","","49","2","1.22","2","19.46","2","",""
"해양환경측정망","고성자란만1_연안","1998-08-01 00:00:00","128.3147222","34.9275","0","0","표층","26.74","4","27.25","1","12","2","8.13","1","8.22","2","19.32","2","22.32","1","643.02","4","0.8","2","759","2","3.2","2","97.3","2","",""
"해양환경측정망","고성자란만1_연안","1998-08-01 00:00:00","128.3147222","34.9275","0","5","저층","29.68","1","24.32","1","","","4.89","1","7.81","2","7.56","2","8.99","1","124.46","1","","","213","2","1.54","2","80.64","2","",""
